,Từ khóa,Chỉ số tài liệu,Tần số
14891,wave,1312,6
14892,wave,1313,2
14893,wave,1314,2
14894,wave,1315,2
14895,wave,1316,1
14896,wave,1317,1
14897,wave,1318,4
14898,wave,1320,8
14899,wave,1321,2
14900,wave,1326,2
14901,wave,1328,1
14902,wave,1351,1
14903,wave,1355,4
14904,wave,1363,3
14905,wave,1366,1
14906,wave,1388,5
14907,wave,1389,3
14908,wave,1390,3
14909,wave,1392,2
14910,emit,1,1
14911,emit,82,1
14912,emit,84,2
14913,emit,218,1
14914,emit,1146,2
14915,emit,1243,1
14916,nose,1,1
14917,nose,19,3
14918,nose,24,8
14919,nose,43,7
14920,nose,57,1
14921,nose,78,2
14922,nose,81,1
14923,nose,100,3
14924,nose,122,2
14925,nose,123,1
14926,nose,138,1
14927,nose,145,1
14928,nose,159,2
14929,nose,174,1
14930,nose,191,1
14931,nose,197,2
14932,nose,210,3
14933,nose,232,1
14934,nose,233,2
14935,nose,234,1
14936,nose,238,2
14937,nose,272,1
14938,nose,273,2
14939,nose,293,2
14940,nose,317,2
14941,nose,331,2
14942,nose,353,2
14943,nose,355,1
14944,nose,356,8
14945,nose,369,4
14946,nose,380,4
14947,nose,400,9
14948,nose,420,5
14949,nose,422,6
14950,nose,455,3
14951,nose,472,1
14952,nose,481,1
14953,nose,504,1
14954,nose,507,4
14955,nose,521,1
14956,nose,534,1
14957,nose,540,3
14958,nose,543,1
14959,nose,553,1
14960,nose,554,4
14961,nose,555,1
14962,nose,556,1
14963,nose,573,2
14964,nose,575,1
14965,nose,577,1
14966,nose,592,1
14967,nose,596,3
14968,nose,604,1
14969,nose,627,3
14970,nose,637,5
14971,nose,661,2
14972,nose,665,2
14973,nose,687,5
14974,nose,689,2
14975,nose,706,2
14976,nose,712,1
14977,nose,716,4
14978,nose,757,1
14979,nose,758,2
14980,nose,783,1
14981,nose,796,2
14982,nose,799,2
14983,nose,801,1
14984,nose,811,1
14985,nose,815,2
14986,nose,892,1
14987,nose,928,2
14988,nose,938,2
14989,nose,946,2
14990,nose,961,2
14991,nose,975,2
14992,nose,978,1
14993,nose,990,5
14994,nose,991,4
14995,nose,993,3
14996,nose,998,6
14997,nose,999,1
14998,nose,1000,1
14999,nose,1001,2
15000,nose,1004,1
15001,nose,1005,1
15002,nose,1064,1
15003,nose,1065,3
15004,nose,1081,2
15005,nose,1092,1
15006,nose,1096,1
15007,nose,1097,1
15008,nose,1099,1
15009,nose,1103,3
15010,nose,1111,1
15011,nose,1163,2
15012,nose,1197,2
15013,nose,1212,3
15014,nose,1233,2
15015,nose,1252,1
15016,nose,1280,1
15017,nose,1283,1
15018,nose,1291,2
15019,nose,1306,4
15020,nose,1308,1
15021,nose,1347,1
15022,nose,1355,1
15023,nose,1372,9
15024,nose,1376,1
15025,nose,1390,1
15026,nose,1392,2
15027,lead,1,1
15028,lead,7,1
15029,lead,8,1
15030,lead,12,1
15031,lead,24,3
15032,lead,25,3
15033,lead,38,1
15034,lead,42,1
15035,lead,53,3
15036,lead,66,1
15037,lead,81,1
15038,lead,104,1
15039,lead,122,1
15040,lead,133,3
15041,lead,145,2
15042,lead,148,2
15043,lead,154,3
15044,lead,161,1
15045,lead,170,1
15046,lead,180,1
15047,lead,186,1
15048,lead,190,2
15049,lead,192,1
15050,lead,199,2
15051,lead,208,1
15052,lead,210,3
15053,lead,211,2
15054,lead,221,3
15055,lead,225,1
15056,lead,243,1
15057,lead,254,1
15058,lead,259,1
15059,lead,261,1
15060,lead,263,1
15061,lead,265,1
15062,lead,277,1
15063,lead,283,1
15064,lead,303,2
15065,lead,306,1
15066,lead,307,1
15067,lead,309,2
15068,lead,314,1
15069,lead,317,1
15070,lead,326,1
15071,lead,331,1
15072,lead,333,8
15073,lead,364,1
15074,lead,365,1
15075,lead,394,2
15076,lead,419,4
15077,lead,438,4
15078,lead,439,2
15079,lead,442,1
15080,lead,451,2
15081,lead,457,1
15082,lead,463,1
15083,lead,464,2
15084,lead,466,1
15085,lead,475,1
15086,lead,488,1
15087,lead,510,1
15088,lead,512,1
15089,lead,513,1
15090,lead,520,4
15091,lead,525,4
15092,lead,528,1
15093,lead,538,1
15094,lead,539,1
15095,lead,543,1
15096,lead,544,1
15097,lead,546,1
15098,lead,561,1
15099,lead,568,5
15100,lead,570,3
15101,lead,571,3
15102,lead,573,1
15103,lead,579,1
15104,lead,584,1
15105,lead,592,1
15106,lead,599,2
15107,lead,600,2
15108,lead,611,2
15109,lead,624,3
15110,lead,625,2
15111,lead,631,1
15112,lead,632,1
15113,lead,633,3
15114,lead,654,3
15115,lead,672,2
15116,lead,673,2
15117,lead,674,4
15118,lead,679,1
15119,lead,681,1
15120,lead,682,7
15121,lead,684,2
15122,lead,685,2
15123,lead,687,1
15124,lead,703,1
15125,lead,706,7
15126,lead,711,5
15127,lead,719,1
15128,lead,748,1
15129,lead,753,1
15130,lead,755,1
15131,lead,756,2
15132,lead,759,1
15133,lead,787,3
15134,lead,791,3
15135,lead,792,4
15136,lead,793,2
15137,lead,795,1
15138,lead,796,9
15139,lead,802,1
15140,lead,820,1
15141,lead,824,1
15142,lead,847,1
15143,lead,851,1
15144,lead,868,2
15145,lead,871,1
15146,lead,879,1
15147,lead,893,1
15148,lead,896,1
15149,lead,898,1
15150,lead,899,3
15151,lead,900,3
15152,lead,901,6
15153,lead,906,1
15154,lead,923,2
15155,lead,926,1
15156,lead,932,2
15157,lead,933,1
15158,lead,954,1
15159,lead,970,1
15160,lead,986,1
15161,lead,1024,1
15162,lead,1027,1
15163,lead,1046,1
15164,lead,1078,1
15165,lead,1088,1
15166,lead,1106,4
15167,lead,1118,1
15168,lead,1133,1
15169,lead,1153,1
15170,lead,1156,1
15171,lead,1166,1
15172,lead,1168,1
15173,lead,1174,2
15174,lead,1197,3
15175,lead,1206,1
15176,lead,1217,1
15177,lead,1219,2
15178,lead,1227,3
15179,lead,1228,3
15180,lead,1238,1
15181,lead,1247,1
15182,lead,1250,3
15183,lead,1253,1
15184,lead,1259,1
15185,lead,1266,1
15186,lead,1271,2
15187,lead,1295,1
15188,lead,1299,6
15189,lead,1308,1
15190,lead,1319,2
15191,lead,1323,1
15192,lead,1329,1
15193,lead,1342,3
15194,lead,1369,1
15195,lead,1370,1
15196,lead,1372,1
15197,lead,1379,1
15198,lead,1389,1
15199,edg,1,1
15200,edg,6,1
15201,edg,7,1
15202,edg,8,1
15203,edg,24,3
15204,edg,25,3
15205,edg,28,1
15206,edg,38,1
15207,edg,53,1
15208,edg,61,1
15209,edg,62,1
15210,edg,72,1
15211,edg,104,1
15212,edg,120,2
15213,edg,126,1
15214,edg,132,3
15215,edg,133,1
15216,edg,145,3
15217,edg,146,1
15218,edg,151,1
15219,edg,154,4
15220,edg,186,1
15221,edg,188,6
15222,edg,190,3
15223,edg,192,1
15224,edg,199,2
15225,edg,204,1
15226,edg,210,9
15227,edg,211,1
15228,edg,221,3
15229,edg,226,6
15230,edg,238,2
15231,edg,271,1
15232,edg,283,1
15233,edg,287,1
15234,edg,303,2
15235,edg,305,1
15236,edg,306,1
15237,edg,307,1
15238,edg,309,2
15239,edg,310,4
15240,edg,314,1
15241,edg,326,1
15242,edg,331,1
15243,edg,333,9
15244,edg,362,1
15245,edg,389,1
15246,edg,391,7
15247,edg,408,1
15248,edg,411,1
15249,edg,419,7
15250,edg,421,1
15251,edg,423,3
15252,edg,424,1
15253,edg,426,1
15254,edg,432,2
15255,edg,438,4
15256,edg,439,2
15257,edg,451,1
15258,edg,453,2
15259,edg,461,1
15260,edg,463,1
15261,edg,464,3
15262,edg,510,1
15263,edg,512,1
15264,edg,513,2
15265,edg,520,4
15266,edg,525,4
15267,edg,528,1
15268,edg,529,1
15269,edg,537,1
15270,edg,543,1
15271,edg,544,1
15272,edg,546,1
15273,edg,568,5
15274,edg,570,3
15275,edg,571,3
15276,edg,592,1
15277,edg,598,1
15278,edg,599,2
15279,edg,600,4
15280,edg,611,2
15281,edg,624,3
15282,edg,626,2
15283,edg,631,1
15284,edg,632,1
15285,edg,633,3
15286,edg,637,3
15287,edg,643,3
15288,edg,646,2
15289,edg,654,3
15290,edg,672,5
15291,edg,673,2
15292,edg,674,6
15293,edg,679,1
15294,edg,681,1
15295,edg,682,8
15296,edg,684,1
15297,edg,685,2
15298,edg,687,1
15299,edg,700,1
15300,edg,701,1
15301,edg,703,1
15302,edg,706,7
15303,edg,711,5
15304,edg,726,1
15305,edg,731,3
15306,edg,732,2
15307,edg,734,3
15308,edg,735,3
15309,edg,748,1
15310,edg,756,3
15311,edg,766,3
15312,edg,771,1
15313,edg,787,3
15314,edg,791,5
15315,edg,792,4
15316,edg,793,2
15317,edg,795,1
15318,edg,796,9
15319,edg,797,4
15320,edg,802,1
15321,edg,824,1
15322,edg,829,1
15323,edg,836,2
15324,edg,842,3
15325,edg,850,1
15326,edg,851,1
15327,edg,855,2
15328,edg,856,3
15329,edg,868,2
15330,edg,879,1
15331,edg,885,2
15332,edg,886,1
15333,edg,888,4
15334,edg,889,1
15335,edg,893,5
15336,edg,899,3
15337,edg,900,3
15338,edg,901,7
15339,edg,923,3
15340,edg,932,2
15341,edg,956,1
15342,edg,970,1
15343,edg,988,1
15344,edg,1037,1
15345,edg,1053,2
15346,edg,1054,1
15347,edg,1055,1
15348,edg,1057,2
15349,edg,1058,4
15350,edg,1059,2
15351,edg,1088,1
15352,edg,1090,1
15353,edg,1103,3
15354,edg,1106,4
15355,edg,1126,1
15356,edg,1156,1
15357,edg,1166,1
15358,edg,1168,1
15359,edg,1197,4
15360,edg,1217,2
15361,edg,1227,3
15362,edg,1228,3
15363,edg,1239,1
15364,edg,1240,1
15365,edg,1243,2
15366,edg,1247,1
15367,edg,1248,1
15368,edg,1250,6
15369,edg,1266,1
15370,edg,1271,2
15371,edg,1275,1
15372,edg,1299,7
15373,edg,1308,1
15374,edg,1319,2
15375,edg,1329,1
15376,edg,1342,7
15377,edg,1362,1
15378,edg,1364,1
15379,edg,1369,1
15380,edg,1382,1
15381,edg,1386,6
15382,edg,1391,7
15383,edg,1395,3
15384,edg,1397,3
15385,edg,1398,1
15386,consequ,1,1
15387,consequ,33,1
15388,consequ,76,1
15389,consequ,118,1
15390,consequ,211,1
15391,consequ,257,1
15392,consequ,265,1
15393,consequ,333,1
15394,consequ,400,1
15395,consequ,402,1
15396,consequ,438,1
15397,consequ,562,1
15398,consequ,676,1
15399,consequ,700,1
15400,consequ,715,1
15401,consequ,797,1
15402,consequ,903,1
15403,consequ,1219,1
15404,consequ,1368,1
15405,consequ,1370,1
15406,consequ,1384,1
15407,consequ,1395,1
15408,exist,1,1
15409,exist,13,1
15410,exist,55,1
15411,exist,69,1
15412,exist,79,1
15413,exist,85,1
15414,exist,88,1
15415,exist,92,1
15416,exist,93,1
15417,exist,103,1
15418,exist,121,1
15419,exist,132,1
15420,exist,135,1
15421,exist,139,2
15422,exist,165,1
15423,exist,169,2
15424,exist,179,1
15425,exist,183,1
15426,exist,185,1
15427,exist,196,1
15428,exist,211,1
15429,exist,213,1
15430,exist,221,1
15431,exist,222,1
15432,exist,233,2
15433,exist,259,1
15434,exist,266,1
15435,exist,273,1
15436,exist,275,1
15437,exist,291,1
15438,exist,299,1
15439,exist,308,1
15440,exist,326,1
15441,exist,327,1
15442,exist,331,1
15443,exist,343,2
15444,exist,346,1
15445,exist,359,1
15446,exist,385,1
15447,exist,416,2
15448,exist,438,1
15449,exist,440,1
15450,exist,452,1
15451,exist,459,1
15452,exist,463,1
15453,exist,466,2
15454,exist,471,1
15455,exist,481,1
15456,exist,483,1
15457,exist,486,1
15458,exist,496,1
15459,exist,563,1
15460,exist,588,1
15461,exist,602,1
15462,exist,623,1
15463,exist,625,1
15464,exist,627,2
15465,exist,650,1
15466,exist,676,1
15467,exist,677,1
15468,exist,686,1
15469,exist,701,1
15470,exist,705,1
15471,exist,713,1
15472,exist,720,1
15473,exist,732,2
15474,exist,757,1
15475,exist,759,1
15476,exist,807,1
15477,exist,819,1
15478,exist,824,1
15479,exist,829,1
15480,exist,844,1
15481,exist,855,1
15482,exist,890,1
15483,exist,925,1
15484,exist,926,1
15485,exist,931,1
15486,exist,956,1
15487,exist,968,1
15488,exist,978,1
15489,exist,987,1
15490,exist,1002,1
15491,exist,1048,1
15492,exist,1051,1
15493,exist,1077,1
15494,exist,1080,1
15495,exist,1082,1
15496,exist,1087,1
15497,exist,1103,1
15498,exist,1106,1
15499,exist,1107,1
15500,exist,1120,1
15501,exist,1129,1
15502,exist,1145,1
15503,exist,1148,6
15504,exist,1152,1
15505,exist,1155,1
15506,exist,1199,1
15507,exist,1200,1
15508,exist,1227,2
15509,exist,1234,1
15510,exist,1236,1
15511,exist,1260,1
15512,exist,1263,2
15513,exist,1276,1
15514,exist,1294,1
15515,exist,1300,1
15516,exist,1306,1
15517,exist,1308,1
15518,exist,1309,1
15519,exist,1329,1
15520,exist,1335,1
15521,exist,1358,1
15522,exist,1371,1
15523,exist,1372,1
15524,exist,1395,1
15525,inviscid,1,3
15526,inviscid,24,3
15527,inviscid,25,2
15528,inviscid,27,1
15529,inviscid,34,1
15530,inviscid,36,3
15531,inviscid,47,1
15532,inviscid,61,1
15533,inviscid,62,1
15534,inviscid,72,1
15535,inviscid,85,2
15536,inviscid,92,1
15537,inviscid,105,1
15538,inviscid,122,1
15539,inviscid,123,2
15540,inviscid,133,3
15541,inviscid,165,1
15542,inviscid,178,4
15543,inviscid,187,4
15544,inviscid,190,1
15545,inviscid,192,1
15546,inviscid,228,1
15547,inviscid,229,1
15548,inviscid,272,1
15549,inviscid,303,2
15550,inviscid,304,3
15551,inviscid,308,1
15552,inviscid,309,2
15553,inviscid,316,1
15554,inviscid,317,1
15555,inviscid,322,1
15556,inviscid,326,1
15557,inviscid,331,1
15558,inviscid,362,1
15559,inviscid,365,1
15560,inviscid,372,1
15561,inviscid,400,5
15562,inviscid,454,1
15563,inviscid,455,1
15564,inviscid,464,1
15565,inviscid,483,1
15566,inviscid,487,1
15567,inviscid,524,1
15568,inviscid,539,2
15569,inviscid,540,1
15570,inviscid,555,2
15571,inviscid,556,1
15572,inviscid,571,1
15573,inviscid,573,2
15574,inviscid,575,1
15575,inviscid,603,1
15576,inviscid,624,4
15577,inviscid,659,1
15578,inviscid,665,1
15579,inviscid,916,1
15580,inviscid,975,2
15581,inviscid,1005,1
15582,inviscid,1060,1
15583,inviscid,1082,1
15584,inviscid,1150,1
15585,inviscid,1178,1
15586,inviscid,1185,1
15587,inviscid,1197,2
15588,inviscid,1199,1
15589,inviscid,1206,1
15590,inviscid,1208,1
15591,inviscid,1221,2
15592,inviscid,1222,2
15593,inviscid,1228,3
15594,inviscid,1235,1
15595,inviscid,1237,1
15596,inviscid,1241,1
15597,inviscid,1247,1
15598,inviscid,1266,1
15599,inviscid,1294,1
15600,inviscid,1296,1
15601,inviscid,1308,2
15602,inviscid,1309,1
15603,inviscid,1332,1
15604,rotat,1,2
15605,rotat,31,2
15606,rotat,41,1
15607,rotat,56,6
15608,rotat,80,3
15609,rotat,85,1
15610,rotat,97,2
15611,rotat,109,1
15612,rotat,167,1
15613,rotat,170,1
15614,rotat,190,1
15615,rotat,209,3
15616,rotat,291,1
15617,rotat,316,1
15618,rotat,367,1
15619,rotat,391,2
15620,rotat,393,1
15621,rotat,411,1
15622,rotat,415,2
15623,rotat,551,1
15624,rotat,588,3
15625,rotat,591,1
15626,rotat,595,3
15627,rotat,617,1
15628,rotat,618,1
15629,rotat,626,1
15630,rotat,642,1
15631,rotat,659,1
15632,rotat,771,1
15633,rotat,827,3
15634,rotat,929,1
15635,rotat,934,1
15636,rotat,983,1
15637,rotat,986,1
15638,rotat,1042,1
15639,rotat,1043,1
15640,rotat,1052,1
15641,rotat,1063,1
15642,rotat,1094,4
15643,rotat,1112,1
15644,rotat,1136,1
15645,rotat,1148,3
15646,rotat,1161,1
15647,rotat,1162,1
15648,rotat,1164,1
15649,rotat,1241,1
15650,rotat,1247,2
15651,rotat,1266,1
15652,rotat,1274,2
15653,rotat,1328,1
15654,rotat,1336,1
15655,rotat,1395,1
15656,region,1,1
15657,region,21,2
15658,region,34,2
15659,region,44,4
15660,region,52,3
15661,region,83,1
15662,region,84,1
15663,region,88,4
15664,region,93,2
15665,region,109,1
15666,region,110,1
15667,region,115,1
15668,region,117,2
15669,region,123,1
15670,region,133,1
15671,region,134,1
15672,region,139,4
15673,region,148,1
15674,region,150,3
15675,region,154,1
15676,region,156,6
15677,region,169,1
15678,region,176,2
15679,region,183,1
15680,region,185,1
15681,region,191,2
15682,region,210,2
15683,region,211,1
15684,region,217,1
15685,region,218,3
15686,region,221,1
15687,region,232,1
15688,region,239,5
15689,region,254,2
15690,region,255,1
15691,region,256,1
15692,region,271,2
15693,region,272,2
15694,region,281,2
15695,region,282,1
15696,region,291,1
15697,region,294,1
15698,region,303,1
15699,region,304,4
15700,region,306,1
15701,region,307,1
15702,region,309,1
15703,region,316,2
15704,region,317,1
15705,region,328,3
15706,region,333,3
15707,region,340,1
15708,region,351,1
15709,region,356,2
15710,region,357,1
15711,region,364,2
15712,region,365,1
15713,region,368,1
15714,region,387,1
15715,region,396,2
15716,region,400,2
15717,region,422,2
15718,region,431,2
15719,region,438,1
15720,region,442,1
15721,region,445,1
15722,region,454,3
15723,region,455,1
15724,region,458,3
15725,region,463,2
15726,region,468,1
15727,region,473,1
15728,region,486,2
15729,region,495,1
15730,region,497,1
15731,region,520,1
15732,region,521,3
15733,region,524,3
15734,region,525,1
15735,region,528,1
15736,region,534,3
15737,region,536,1
15738,region,545,1
15739,region,559,3
15740,region,569,1
15741,region,570,1
15742,region,573,2
15743,region,600,3
15744,region,616,1
15745,region,620,3
15746,region,629,2
15747,region,650,6
15748,region,659,1
15749,region,663,1
15750,region,665,3
15751,region,666,2
15752,region,667,1
15753,region,706,2
15754,region,708,1
15755,region,720,2
15756,region,741,2
15757,region,744,1
15758,region,749,1
15759,region,756,1
15760,region,765,3
15761,region,776,1
15762,region,786,2
15763,region,797,1
15764,region,839,1
15765,region,857,2
15766,region,868,1
15767,region,902,2
15768,region,926,2
15769,region,932,1
15770,region,939,1
15771,region,945,1
15772,region,946,1
15773,region,958,2
15774,region,960,1
15775,region,973,2
15776,region,975,1
15777,region,978,1
15778,region,988,3
15779,region,1005,2
15780,region,1027,3
15781,region,1113,4
15782,region,1114,2
15783,region,1120,2
15784,region,1135,2
15785,region,1164,1
15786,region,1180,3
15787,region,1182,3
15788,region,1183,1
15789,region,1195,2
15790,region,1197,3
15791,region,1199,1
15792,region,1203,3
15793,region,1204,2
15794,region,1208,1
15795,region,1213,1
15796,region,1215,3
15797,region,1227,1
15798,region,1231,2
15799,region,1237,1
15800,region,1239,1
15801,region,1247,1
15802,region,1249,2
15803,region,1250,1
15804,region,1252,1
15805,region,1260,4
15806,region,1264,1
15807,region,1270,5
15808,region,1273,1
15809,region,1294,1
15810,region,1295,1
15811,region,1297,1
15812,region,1306,2
15813,region,1318,1
15814,region,1322,1
15815,region,1329,1
15816,region,1342,1
15817,region,1348,2
15818,region,1349,1
15819,region,1353,2
15820,region,1355,1
15821,region,1369,1
15822,region,1376,2
15823,region,1380,1
15824,region,1384,1
15825,region,1388,1
15826,region,1389,3
15827,region,1390,1
15828,region,1393,2
15829,situat,1,2
15830,situat,10,1
15831,situat,43,1
15832,situat,45,1
15833,situat,128,1
15834,situat,295,2
15835,situat,302,1
15836,situat,317,1
15837,situat,343,1
15838,situat,363,1
15839,situat,392,1
15840,situat,478,1
15841,situat,485,2
15842,situat,645,1
15843,situat,752,1
15844,situat,755,1
15845,situat,902,1
15846,situat,913,1
15847,situat,1208,1
15848,situat,1274,1
15849,situat,1276,1
15850,situat,1391,1
15851,aris,1,1
15852,aris,38,1
15853,aris,54,1
15854,aris,148,1
15855,aris,180,1
15856,aris,184,2
15857,aris,198,1
15858,aris,210,1
15859,aris,211,1
15860,aris,243,1
15861,aris,264,2
15862,aris,277,1
15863,aris,314,3
15864,aris,341,1
15865,aris,356,1
15866,aris,373,1
15867,aris,447,1
15868,aris,456,1
15869,aris,517,1
15870,aris,592,1
15871,aris,669,1
15872,aris,682,1
15873,aris,732,1
15874,aris,797,1
15875,aris,826,1
15876,aris,868,1
15877,aris,884,1
15878,aris,885,1
15879,aris,891,1
15880,aris,899,1
15881,aris,953,1
15882,aris,991,1
15883,aris,1038,2
15884,aris,1180,1
15885,aris,1184,1
15886,aris,1198,1
15887,aris,1206,1
15888,aris,1238,1
15889,aris,1363,1
15890,aris,1388,1
15891,instanc,1,1
15892,instanc,137,2
15893,instanc,146,1
15894,instanc,343,1
15895,instanc,440,1
15896,instanc,441,1
15897,instanc,466,1
15898,instanc,743,1
15899,instanc,928,1
15900,instanc,1240,1
15901,instanc,1393,1
15902,hyperson,1,2
15903,hyperson,8,2
15904,hyperson,16,1
15905,hyperson,18,3
15906,hyperson,19,2
15907,hyperson,24,3
15908,hyperson,25,3
15909,hyperson,26,2
15910,hyperson,27,2
15911,hyperson,34,3
15912,hyperson,35,1
15913,hyperson,36,4
15914,hyperson,55,3
15915,hyperson,56,2
15916,hyperson,62,1
15917,hyperson,67,2
15918,hyperson,83,1
15919,hyperson,84,3
15920,hyperson,92,1
15921,hyperson,100,2
15922,hyperson,121,1
15923,hyperson,122,1
15924,hyperson,123,3
15925,hyperson,133,2
15926,hyperson,159,4
15927,hyperson,191,2
15928,hyperson,210,1
15929,hyperson,231,3
15930,hyperson,262,1
15931,hyperson,271,2
15932,hyperson,293,3
15933,hyperson,294,2
15934,hyperson,303,1
15935,hyperson,304,3
15936,hyperson,306,2
15937,hyperson,307,2
15938,hyperson,309,1
15939,hyperson,316,1
15940,hyperson,317,2
15941,hyperson,318,1
15942,hyperson,322,1
15943,hyperson,326,4
15944,hyperson,327,1
15945,hyperson,328,5
15946,hyperson,331,4
15947,hyperson,332,1
15948,hyperson,333,4
15949,hyperson,341,1
15950,hyperson,346,1
15951,hyperson,352,1
15952,hyperson,353,1
15953,hyperson,354,1
15954,hyperson,358,3
15955,hyperson,359,5
15956,hyperson,363,1
15957,hyperson,368,1
15958,hyperson,370,3
15959,hyperson,371,2
15960,hyperson,372,6
15961,hyperson,400,3
15962,hyperson,420,2
15963,hyperson,480,1
15964,hyperson,487,1
15965,hyperson,493,2
15966,hyperson,494,2
15967,hyperson,496,1
15968,hyperson,507,2
15969,hyperson,522,2
15970,hyperson,524,2
15971,hyperson,534,2
15972,hyperson,535,2
15973,hyperson,536,3
15974,hyperson,539,3
15975,hyperson,540,3
15976,hyperson,543,3
15977,hyperson,551,1
15978,hyperson,552,1
15979,hyperson,555,3
15980,hyperson,556,1
15981,hyperson,566,2
15982,hyperson,567,4
15983,hyperson,568,2
15984,hyperson,569,2
15985,hyperson,570,1
15986,hyperson,571,5
15987,hyperson,572,5
15988,hyperson,573,3
15989,hyperson,574,2
15990,hyperson,575,1
15991,hyperson,576,2
15992,hyperson,601,1
15993,hyperson,602,1
15994,hyperson,603,2
15995,hyperson,624,3
15996,hyperson,625,1
15997,hyperson,628,1
15998,hyperson,654,2
15999,hyperson,655,3
16000,hyperson,662,1
16001,hyperson,664,2
16002,hyperson,665,1
16003,hyperson,666,2
16004,hyperson,669,1
16005,hyperson,685,1
16006,hyperson,687,2
16007,hyperson,688,2
16008,hyperson,706,3
16009,hyperson,707,2
16010,hyperson,711,1
16011,hyperson,924,2
16012,hyperson,938,1
16013,hyperson,975,3
16014,hyperson,980,1
16015,hyperson,982,1
16016,hyperson,996,1
16017,hyperson,1001,4
16018,hyperson,1002,2
16019,hyperson,1006,1
16020,hyperson,1008,2
16021,hyperson,1075,1
16022,hyperson,1156,3
16023,hyperson,1157,3
16024,hyperson,1158,1
16025,hyperson,1178,1
16026,hyperson,1182,1
16027,hyperson,1197,4
16028,hyperson,1199,3
16029,hyperson,1200,1
16030,hyperson,1203,3
16031,hyperson,1204,2
16032,hyperson,1212,2
16033,hyperson,1217,1
16034,hyperson,1218,1
16035,hyperson,1228,1
16036,hyperson,1229,3
16037,hyperson,1230,3
16038,hyperson,1233,2
16039,hyperson,1237,2
16040,hyperson,1247,2
16041,hyperson,1252,2
16042,hyperson,1254,1
16043,hyperson,1271,2
16044,hyperson,1273,3
16045,hyperson,1278,4
16046,hyperson,1280,1
16047,hyperson,1284,1
16048,hyperson,1294,1
16049,hyperson,1295,3
16050,hyperson,1296,1
16051,hyperson,1298,2
16052,hyperson,1303,2
16053,hyperson,1304,2
16054,hyperson,1308,3
16055,hyperson,1309,6
16056,hyperson,1310,1
16057,hyperson,1317,1
16058,hyperson,1318,3
16059,hyperson,1348,1
16060,hyperson,1350,1
16061,hyperson,1352,2
16062,hyperson,1353,2
16063,hyperson,1355,3
16064,hyperson,1372,5
16065,hyperson,1373,1
16066,hyperson,1377,2
16067,hyperson,1378,2
16068,hyperson,1389,2
16069,hyperson,1390,2
16070,hyperson,1393,3
16071,hyperson,1394,1
16072,somewhat,1,1
16073,somewhat,24,1
16074,somewhat,65,1
16075,somewhat,109,1
16076,somewhat,203,1
16077,somewhat,215,1
16078,somewhat,278,1
16079,somewhat,291,1
16080,somewhat,293,1
16081,somewhat,294,1
16082,somewhat,362,1
16083,somewhat,447,1
16084,somewhat,602,1
16085,somewhat,684,1
16086,somewhat,935,1
16087,somewhat,982,1
16088,somewhat,991,1
16089,somewhat,1039,1
16090,somewhat,1045,1
16091,somewhat,1103,1
16092,somewhat,1244,1
16093,somewhat,1320,1
16094,somewhat,1327,1
16095,prandtl,1,2
16096,prandtl,22,1
16097,prandtl,36,1
16098,prandtl,48,1
16099,prandtl,49,2
16100,prandtl,53,1
16101,prandtl,54,1
16102,prandtl,61,1
16103,prandtl,69,1
16104,prandtl,97,1
16105,prandtl,100,2
16106,prandtl,114,1
16107,prandtl,184,1
16108,prandtl,239,3
16109,prandtl,257,1
16110,prandtl,267,1
16111,prandtl,268,1
16112,prandtl,296,1
16113,prandtl,299,1
16114,prandtl,301,2
16115,prandtl,305,1
16116,prandtl,306,1
16117,prandtl,309,2
16118,prandtl,324,1
16119,prandtl,327,2
16120,prandtl,350,1
16121,prandtl,351,1
16122,prandtl,369,1
16123,prandtl,374,2
16124,prandtl,382,1
16125,prandtl,388,1
16126,prandtl,397,1
16127,prandtl,459,1
16128,prandtl,466,1
16129,prandtl,473,1
16130,prandtl,533,2
16131,prandtl,537,1
16132,prandtl,558,1
16133,prandtl,559,1
16134,prandtl,561,1
16135,prandtl,564,2
16136,prandtl,569,1
16137,prandtl,573,1
16138,prandtl,610,1
16139,prandtl,660,2
16140,prandtl,661,1
16141,prandtl,700,1
16142,prandtl,702,1
16143,prandtl,783,1
16144,prandtl,817,1
16145,prandtl,961,1
16146,prandtl,997,1
16147,prandtl,1006,1
16148,prandtl,1039,1
16149,prandtl,1071,1
16150,prandtl,1148,1
16151,prandtl,1225,5
16152,prandtl,1240,1
16153,prandtl,1365,1
16154,prandtl,1371,1
16155,prandtl,1373,1
16156,prandtl,1383,1
16157,prandtl,1385,2
16158,classic,1,1
16159,classic,41,1
16160,classic,100,1
16161,classic,131,1
16162,classic,133,2
16163,classic,151,1
16164,classic,168,1
16165,classic,210,1
16166,classic,362,1
16167,classic,394,1
16168,classic,402,1
16169,classic,431,1
16170,classic,440,1
16171,classic,452,1
16172,classic,519,1
16173,classic,572,2
16174,classic,578,2
16175,classic,628,1
16176,classic,640,1
16177,classic,675,2
16178,classic,699,1
16179,classic,730,2
16180,classic,738,1
16181,classic,743,1
16182,classic,760,1
16183,classic,764,1
16184,classic,823,3
16185,classic,826,3
16186,classic,850,1
16187,classic,891,1
16188,classic,896,2
16189,classic,1012,1
16190,classic,1030,1
16191,classic,1050,1
16192,classic,1060,1
16193,classic,1118,1
16194,classic,1122,2
